ID,Name,Price,"Quantity on Hand"
3708,"Silver Sleeper Sofa","$1,279.99",74
3709,"Tawny Crib",$289,150
3710,"Cadet grey Nightstand",$81.99,242
3711,"Sand dune Dining Chair",$89.99,157
3712,"Mint cream Reclining Sofa","$1,119.99",208
3713,"Heliotrope gray Reclining Loveseat","$1,023.99",249
3714,"Pale purple Coffee Table",$222.95,160
3715,"Chinese violet Sleeper Sofa","$1,279.99",73
3716,"Medium violet-red Sofa",$1249.99,68
3717,"B'dazzled blue Futon",$419.99,100
3718,"Tea green Dining Table",$800,143
3719,"Orange soda Coffee Table",$222.95,115
3720,"Cardinal Daybed",$711.99,200
3721,"Straw Dining Table",$800,154
3722,"Languid lavender Ottoman",$92.99,160
3723,"Tropical rainforest Bench",$114.99,230
3724,"Orange-yellow Headboard",$222.99,68
3725,"Sunglow Plant Stand",$42.99,135
3726,"Prussian blue Reclining Sofa","$1,119.99",226
3727,"Brown Wardrobe",$719.99,208
3728,"Steel blue Reclining Loveseat","$1,023.99",212
3729,"Medium spring green Coffee Table",$222.95,222
3730,"Light periwinkle Coffee Table",$222.95,50
3731,"Shadow grey Coffee Table",$222.95,117
3732,"Cornsilk Bed",$389.99,41
3733,"Dark chocolate Loveseat",$669.99,192
3734,"Magenta Daybed",$711.99,190
3735,"Candy pink End Table",$99.99,129
3736,"Rose bonbon Bed",$389.99,53
3737,"Citron Bench",$114.99,76
3738,"Cherry blossom pink Headboard",$222.99,102
3739,"Rose Headboard",$222.99,59
3740,"Magenta haze Loveseat",$669.99,89
3741,"Light green Bed",$389.99,241
3742,"Jade Nightstand",$81.99,150
3743,"Deep sky blue Plant Stand",$42.99,217
3744,"China pink Storage Bench",$194.99,216
3745,"Olivine Stool",$54.99,65
3746,"Rocket metallic Wardrobe",$719.99,250
3747,"Flame Crib",$289,194
3748,"Old lace Bed",$389.99,150
3749,"Honolulu blue Reclining Loveseat","$1,023.99",129
3750,"Linen Daybed",$711.99,244
3751,"Salmon Nightstand",$81.99,189
3752,"Amaranth red Crib",$289,107
3753,"Celadon green Futon",$419.99,120
3754,"Russian green Coffee Table",$222.95,68
3755,"Tea rose Sofa",$1249.99,232
3756,"Light steel blue Plant Stand",$42.99,58
3757,"Quick Silver Plant Stand",$42.99,177
3758,"Rebecca Purple Storage Bench",$194.99,29
3759,"Deep taupe Dining Chair",$89.99,91
3760,"Vanilla ice Daybed",$711.99,72
3761,"Pumpkin Plant Stand",$42.99,235
3762,"Pink Crib",$289,221
3763,"Yellow Chaise Lounge",$235.99,34
3764,"Razzmic Berry Sectional","$1,039.99",109
3765,"French mauve Crib",$289,80
3766,"Turquoise Crib",$289,233
3767,"YInMn Blue Coffee Table",$222.95,233
3768,"Rose quartz Coffee Table",$222.95,45
3769,"Antique fuchsia Storage Bench",$194.99,144
3770,"Light yellow Sleeper Sofa","$1,279.99",59
3771,"Orange-yellow Ottoman",$92.99,233
3772,"Cyber grape Ottoman",$92.99,226
3773,"Cadet grey Ottoman",$92.99,238
3774,"Eggshell Chaise Lounge",$235.99,79
3775,"Laser lemon Sectional","$1,039.99",68
3776,"Spring bud Plant Stand",$42.99,47
3777,"Vegas gold Wardrobe",$719.99,250
3778,"Spanish blue Daybed",$711.99,43
3779,"Violet-red End Table",$99.99,86
3780,"Maximum purple Chaise Lounge",$235.99,115
3781,"Dodger blue Coffee Table",$222.95,95
3782,"Emerald Reclining Sofa","$1,119.99",49
3783,"Celadon blue Reclining Sofa","$1,119.99",25
3784,"Medium champagne Stool",$54.99,234
3785,"Field drab Crib",$289,92
3786,"Blue sapphire Bench",$114.99,28
3787,"Fern green Headboard",$222.99,125
3788,"Pink lace Chaise Lounge",$235.99,34
3789,"Vivid violet Dresser",$599.99,247
3790,"Tyrian purple Plant Stand",$42.99,110
3791,"Russian green Loveseat",$669.99,121
3792,"Seal brown Plant Stand",$42.99,133
3793,"Shocking pink Stool",$54.99,36
3794,"Black Coffee Table",$222.95,138
3795,"Dark blue-gray Ottoman",$92.99,44
3796,"Macaroni and Cheese End Table",$99.99,184
3797,"Dark orchid Storage Bench",$194.99,167
3798,"Olive green Reclining Loveseat","$1,023.99",130
3799,"Hunter green Daybed",$711.99,176
3800,"Papaya whip End Table",$99.99,247
3801,"Lapis lazuli Bench",$114.99,70
3802,"Mint cream Dining Chair",$89.99,223
3803,"Blue-green Storage Bench",$194.99,184
3804,"Eton blue Bench",$114.99,206
3805,"KSU purple Bench",$114.99,31
3806,"Russian green Headboard",$222.99,158
3807,"Japanese carmine Dining Table",$800,227
3808,"Platinum Dining Chair",$89.99,89
3809,"Lavender gray Dining Chair",$89.99,167
3810,"Spanish violet Sleeper Sofa","$1,279.99",245
3811,"Wild Strawberry Nightstand",$81.99,117
3812,"Burlywood Wardrobe",$719.99,225
3813,"Cinnabar Plant Stand",$42.99,244
3814,"Han blue Daybed",$711.99,50
3815,"Carolina blue Sectional","$1,039.99",32
3816,"Orange peel Sofa",$1249.99,71
3817,"Blush Stool",$54.99,80
3818,"Mint Reclining Loveseat","$1,023.99",205
3819,"Rose Pompadour Crib",$289,190
3820,"Parchment Nightstand",$81.99,113
3821,"Cornsilk Wardrobe",$719.99,179
3822,"Chartreuse Reclining Loveseat","$1,023.99",210
3823,"Kelly green Daybed",$711.99,112
3824,"Super pink Futon",$419.99,211
3825,"School Bus Yellow Daybed",$711.99,182
3826,"Hansa yellow Ottoman",$92.99,121
3827,"Wintergreen Dream Storage Bench",$194.99,141
3828,"Thistle grey Reclining Loveseat","$1,023.99",195
3829,"Bright green Dining Chair",$89.99,71
3830,"Oxford blue Reclining Sofa","$1,119.99",200
3831,"Golden yellow Dining Chair",$89.99,186
3832,"Iceberg Loveseat",$669.99,241
3833,"United Nations blue Chaise Lounge",$235.99,205
3834,"Deep saffron Bench",$114.99,126
3835,"Alloy orange Chaise Lounge",$235.99,97
3836,"Carolina blue Plant Stand",$42.99,160
3837,"Twilight lavender Wardrobe",$719.99,91
3838,"Pullman Brown Stool",$54.99,237
3839,"Spanish green Futon",$419.99,243
3840,"United Nations blue Ottoman",$92.99,58
3841,"Rose Pompadour Crib",$289,95
3842,"French lilac Wardrobe",$719.99,247
3843,"Syracuse Orange Dining Chair",$89.99,139
3844,"Raw sienna Dining Table",$800,216
3845,"Malachite green Dining Chair",$89.99,109
3846,"Neon green Bed",$389.99,87
3847,"Baby pink Sleeper Sofa","$1,279.99",190
3848,"Fuzzy Wuzzy brown Crib",$289,171
3849,"Violet Dining Table",$800,216
3850,"Green-cyan Stool",$54.99,129
3851,"Old burgundy Nightstand",$81.99,240
3852,"Lapis lazuli Sofa",$1249.99,77
3853,"Bright yellow Stool",$54.99,180
3854,"Dark electric blue Ottoman",$92.99,192
3855,"Mexican pink Wardrobe",$719.99,217
3856,"Myrtle Sectional","$1,039.99",38
3857,"Japanese carmine Bench",$114.99,139
3858,"Twilight lavender Sleeper Sofa","$1,279.99",47
3859,"Sonic silver Bed",$389.99,109
3860,"Persian orange Nightstand",$81.99,89
3861,"Silver sand Futon",$419.99,131
3862,"Sonic silver End Table",$99.99,33
3863,"Medium purple Dining Table",$800,212
3864,"Falu red Reclining Loveseat","$1,023.99",42
3865,"Old mauve Loveseat",$669.99,151
3866,"Bottle green Sectional","$1,039.99",25
3867,"Castleton green Dining Table",$800,118
3868,"Mikado yellow Chaise Lounge",$235.99,162
3869,"Chrome yellow Futon",$419.99,121
3870,"Black bean Dining Table",$800,109
3871,"Corn Ottoman",$92.99,215
3872,"Mellow apricot Sleeper Sofa","$1,279.99",132
3873,"Manatee grey Coffee Table",$222.95,113
3874,"Midnight green Ottoman",$92.99,34
3875,"Mode beige Sleeper Sofa","$1,279.99",116
3876,"Malachite green Bench",$114.99,227
3877,"Solid pink Dresser",$599.99,157
3878,"Army green Sofa",$1249.99,86
3879,"Pictorial carmine Stool",$54.99,80
3880,"Wheat gold Dining Chair",$89.99,155
3881,"Ultra pink Nightstand",$81.99,94
3882,"Trypan Blue Futon",$419.99,103
3883,"Metallic Seaweed Sleeper Sofa","$1,279.99",157
3884,"Mimi pink Headboard",$222.99,170
3885,"Pale spring bud Dining Chair",$89.99,48
3886,"Heliotrope gray Loveseat",$669.99,248
3887,"Bright maroon Dresser",$599.99,94
3888,"Dark green Stool",$54.99,217
3889,"Bistre brown Dresser",$599.99,114
3890,"Black olive Crib",$289,212
3891,"Dark slate blue Dining Chair",$89.99,136
3892,"Persian red Dining Table",$800,104
3893,"Light French beige Sofa",$1249.99,86
3894,"Aero blue Stool",$54.99,77
3895,"Razzle dazzle rose Ottoman",$92.99,27
3896,"Cobalt blue Dining Chair",$89.99,175
3897,"Indian yellow End Table",$99.99,33
3898,"Silver sand Bed",$389.99,36
3899,"Misty rose Coffee Table",$222.95,235
3900,"Spanish violet Daybed",$711.99,203
3901,"Lincoln green Daybed",$711.99,147
3902,"India green Headboard",$222.99,100
3903,"Turquoise Daybed",$711.99,196
3904,"Vivid tangerine Dining Table",$800,159
3905,"Tawny Dining Table",$800,32
3906,"Chartreuse Plant Stand",$42.99,209
3907,"Sea green Nightstand",$81.99,83
3908,"Medium blue Storage Bench",$194.99,122
3909,"Dark moss green Chaise Lounge",$235.99,34
3910,"Kelly green Reclining Sofa","$1,119.99",215
3911,"Medium blue Bed",$389.99,123
3912,"Blond Sleeper Sofa","$1,279.99",178
3913,"Floral white Sleeper Sofa","$1,279.99",56
3914,"Light pink Bench",$114.99,234
3915,"Antique white Sectional","$1,039.99",145
3916,"Jet Loveseat",$669.99,161
3917,"Raisin black Coffee Table",$222.95,50
3918,"Super pink Crib",$289,195
3919,"Tuscan tan Coffee Table",$222.95,116
3920,"Bright navy blue Nightstand",$81.99,155
3921,"Middle purple Futon",$419.99,38
3922,"Copper penny Headboard",$222.99,34
3923,"Dark moss green Coffee Table",$222.95,63
3924,"Dim gray Loveseat",$669.99,237
3925,"Gold Fusion Dining Table",$800,67
3926,"Eggplant Reclining Sofa","$1,119.99",181
3927,"Dark orange Sleeper Sofa","$1,279.99",178
3928,"Sugar Plum Storage Bench",$194.99,208
3929,"Indian red Coffee Table",$222.95,109
3930,"Unmellow yellow Stool",$54.99,113
3931,"Sapphire blue Sectional","$1,039.99",53
3932,"Carnation pink Storage Bench",$194.99,250
3933,"Dark khaki End Table",$99.99,114
3934,"Red Dining Table",$800,97
3935,"Old silver Reclining Sofa","$1,119.99",59
3936,"Brilliant rose Headboard",$222.99,36
3937,"Pictorial carmine Plant Stand",$42.99,93
3938,"Cyber grape Coffee Table",$222.95,85
3939,"Amethyst Dining Chair",$89.99,43
3940,"Saddle brown Bench",$114.99,78
3941,"Persian plum Sectional","$1,039.99",119
3942,"Persian indigo Dining Chair",$89.99,95
3943,"Sugar Plum Sofa",$1249.99,94
3944,"India green Headboard",$222.99,88
3945,"Cocoa brown Loveseat",$669.99,105
3946,"Old rose Reclining Loveseat","$1,023.99",170
3947,"Chocolate Ottoman",$92.99,91
3948,"Coyote brown Crib",$289,153
3949,"Magenta Storage Bench",$194.99,112
3950,"Aero blue Dining Chair",$89.99,182
3951,"Davy's grey Ottoman",$92.99,224
3952,"Wisteria purple Sleeper Sofa","$1,279.99",97
3953,"Piggy pink Stool",$54.99,199
3954,"Shocking pink Storage Bench",$194.99,192
3955,"Melon pink Coffee Table",$222.95,157
3956,"Rose red Loveseat",$669.99,230
3957,"Café noir Futon",$419.99,174
3958,"Persian green Reclining Loveseat","$1,023.99",69
3959,"Citrine Stool",$54.99,219
3960,"Sand dune Nightstand",$81.99,68
3961,"Red Salsa Storage Bench",$194.99,137
3962,"Midnight green Bed",$389.99,139
3963,"Charm pink Crib",$289,38
3964,"Tea rose Coffee Table",$222.95,164
3965,"Olive Dresser",$599.99,131
3966,"Aquamarine Dining Chair",$89.99,101
3967,"Hansa yellow Stool",$54.99,31
3968,"Jet Futon",$419.99,228
3969,"Umber Sofa",$1249.99,149
3970,"Tuscan red Reclining Sofa","$1,119.99",80
3971,"Eggplant Daybed",$711.99,246
3972,"Screamin' Green Bed",$389.99,82
3973,"Wine dregs maroon Wardrobe",$719.99,102
3974,"Flame Sectional","$1,039.99",244
3975,"Iceberg Chaise Lounge",$235.99,210
3976,"Turquoise blue Storage Bench",$194.99,103
3977,"Electric lime Reclining Loveseat","$1,023.99",183
3978,"Blue bell Dining Table",$800,241
3979,"Unmellow yellow Bed",$389.99,153
3980,"Golden poppy Reclining Sofa","$1,119.99",70
3981,"Cedar Chest Dresser",$599.99,219
3982,"Ultra red Sleeper Sofa","$1,279.99",111
3983,"Spanish orange Chaise Lounge",$235.99,159
3984,"Amethyst Sleeper Sofa","$1,279.99",154
3985,"Imperial red Futon",$419.99,165
3986,"Orange peel Reclining Loveseat","$1,023.99",181
3987,"Medium aquamarine Nightstand",$81.99,154
3988,"Vermilion Reclining Loveseat","$1,023.99",163
3989,"Chestnut Storage Bench",$194.99,191
3990,"Lime Crib",$289,236
3991,"Magenta Dining Table",$800,160
3992,"Light French beige Dining Table",$800,240
3993,"Viridian green Daybed",$711.99,190
3994,"Light periwinkle Bed",$389.99,56
3995,"Blue jeans Daybed",$711.99,115
3996,"Yale Blue Dresser",$599.99,157
3997,"Sienna End Table",$99.99,188
3998,"Mode beige Dresser",$599.99,119
3999,"Spanish red Chaise Lounge",$235.99,124
4000,"French lilac Futon",$419.99,151
4001,"UA red Loveseat",$669.99,195
4002,"Metallic Sunburst Headboard",$222.99,126
4003,"Smoky black Wardrobe",$719.99,148
4004,"Tropical rainforest Crib",$289,99
4005,"Rubine red Headboard",$222.99,183
4006,"Teal blue Stool",$54.99,92
4007,"Cadmium green Coffee Table",$222.95,225
4008,"Lemon glacier Reclining Sofa","$1,119.99",34
4009,"Rubine red Nightstand",$81.99,245
4010,"Vivid burgundy Stool",$54.99,235
4011,"China rose Reclining Sofa","$1,119.99",226
4012,"Picotee blue Plant Stand",$42.99,129
4013,"Slimy green Sleeper Sofa","$1,279.99",216
4014,"Turtle green Sofa",$1249.99,95
4015,"Queen blue Dining Chair",$89.99,159
4016,"Citron Loveseat",$669.99,172
4017,"Middle yellow Dining Chair",$89.99,82
4018,"Cerulean Dining Chair",$89.99,215
4019,"USAFA blue Storage Bench",$194.99,174
4020,"Ocean green Chaise Lounge",$235.99,66
4021,"Shamrock green Ottoman",$92.99,158
